Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
1907 Quemaduras T20-T32;de 5 a 14 años;De 31 días a 6 meses;5;;
1907 Quemaduras T20-T32;de 5 a 14 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 15 a 24 años;De 1 a 30 días;197;;
1907 Quemaduras T20-T32;de 15 a 24 años;De 31 días a 6 meses;16;;
1907 Quemaduras T20-T32;de 15 a 24 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 25 a 34 años;De 1 a 30 días;275;;
1907 Quemaduras T20-T32;de 25 a 34 años;De 31 días a 6 meses;25;;
1907 Quemaduras T20-T32;de 25 a 34 años;Más de 6 meses;1;;
1907 Quemaduras T20-T32;de 35 a 44 años;De 1 a 30 días;370;;
1907 Quemaduras T20-T32;de 35 a 44 años;De 31 días a 6 meses;38;;
1907 Quemaduras T20-T32;de 35 a 44 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 45 a 54 años;De 1 a 30 días;406;;
1907 Quemaduras T20-T32;de 45 a 54 años;De 31 días a 6 meses;41;;
1907 Quemaduras T20-T32;de 45 a 54 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 55 a 64 años;De 1 a 30 días;352;;
1907 Quemaduras T20-T32;de 55 a 64 años;De 31 días a 6 meses;48;;
1907 Quemaduras T20-T32;de 55 a 64 años;Más de 6 meses;1;;
1907 Quemaduras T20-T32;de 65 a 74 años;De 1 a 30 días;203;;
1907 Quemaduras T20-T32;de 65 a 74 años;De 31 días a 6 meses;34;;
1907 Quemaduras T20-T32;de 65 a 74 años;Más de 6 meses;3;;
1907 Quemaduras T20-T32;de 75 a 84 años;De 1 a 30 días;171;;
1907 Quemaduras T20-T32;de 75 a 84 años;De 31 días a 6 meses;48;;
1907 Quemaduras T20-T32;de 75 a 84 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 85 a 89 años;De 1 a 30 días;57;;
1907 Quemaduras T20-T32;de 85 a 89 años;De 31 días a 6 meses;12;;
1907 Quemaduras T20-T32;de 85 a 89 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 90 a 94 años;De 1 a 30 días;21;;
1907 Quemaduras T20-T32;de 90 a 94 años;De 31 días a 6 meses;3;;
1907 Quemaduras T20-T32;de 90 a 94 años;Más de 6 meses;..;;
1907 Quemaduras T20-T32;de 95 años y más;De 1 a 30 días;7;;
1907 Quemaduras T20-T32;de 95 años y más;De 31 días a 6 meses;1;;
1907 Quemaduras T20-T32;de 95 años y más;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;total;De 1 a 30 días;16.595;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;total;De 31 días a 6 meses;471;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;total;Más de 6 meses;13;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;menores de 1 año;De 1 a 30 días;146;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;menores de 1 año;De 31 días a 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;menores de 1 año;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 1 a 4 años;De 1 a 30 días;771;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 1 a 4 años;De 31 días a 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 1 a 4 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 5 a 14 años;De 1 a 30 días;946;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 5 a 14 años;De 31 días a 6 meses;11;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 5 a 14 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 15 a 24 años;De 1 a 30 días;2.221;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 15 a 24 años;De 31 días a 6 meses;69;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 15 a 24 años;Más de 6 meses;1;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 25 a 34 años;De 1 a 30 días;1.456;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 25 a 34 años;De 31 días a 6 meses;20;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 25 a 34 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 35 a 44 años;De 1 a 30 días;1.916;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 35 a 44 años;De 31 días a 6 meses;51;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 35 a 44 años;Más de 6 meses;2;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 45 a 54 años;De 1 a 30 días;2.758;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 45 a 54 años;De 31 días a 6 meses;79;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 45 a 54 años;Más de 6 meses;2;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 55 a 64 años;De 1 a 30 días;2.215;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 55 a 64 años;De 31 días a 6 meses;91;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 55 a 64 años;Más de 6 meses;6;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 65 a 74 años;De 1 a 30 días;1.538;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 65 a 74 años;De 31 días a 6 meses;73;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 65 a 74 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 75 a 84 años;De 1 a 30 días;1.577;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 75 a 84 años;De 31 días a 6 meses;59;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 75 a 84 años;Más de 6 meses;2;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 85 a 89 años;De 1 a 30 días;636;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 85 a 89 años;De 31 días a 6 meses;14;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 85 a 89 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 90 a 94 años;De 1 a 30 días;336;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 90 a 94 años;De 31 días a 6 meses;3;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 90 a 94 años;Más de 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 95 años y más;De 1 a 30 días;79;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 95 años y más;De 31 días a 6 meses;..;;
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;de 95 años y más;Más de 6 meses;..;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;total;De 1 a 30 días;100.592;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;total;De 31 días a 6 meses;5.432;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;total;Más de 6 meses;68;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;menores de 1 año;De 1 a 30 días;163;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;menores de 1 año;De 31 días a 6 meses;12;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;menores de 1 año;Más de 6 meses;..;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 1 a 4 años;De 1 a 30 días;663;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 1 a 4 años;De 31 días a 6 meses;24;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 1 a 4 años;Más de 6 meses;..;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 5 a 14 años;De 1 a 30 días;1.619;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 5 a 14 años;De 31 días a 6 meses;35;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 5 a 14 años;Más de 6 meses;..;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 15 a 24 años;De 1 a 30 días;2.642;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 15 a 24 años;De 31 días a 6 meses;66;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 15 a 24 años;Más de 6 meses;1;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 25 a 34 años;De 1 a 30 días;4.073;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 25 a 34 años;De 31 días a 6 meses;99;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 25 a 34 años;Más de 6 meses;1;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 35 a 44 años;De 1 a 30 días;8.090;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 35 a 44 años;De 31 días a 6 meses;184;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 35 a 44 años;Más de 6 meses;4;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 45 a 54 años;De 1 a 30 días;13.570;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 45 a 54 años;De 31 días a 6 meses;443;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 45 a 54 años;Más de 6 meses;9;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 55 a 64 años;De 1 a 30 días;19.907;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 55 a 64 años;De 31 días a 6 meses;987;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 55 a 64 años;Más de 6 meses;16;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 65 a 74 años;De 1 a 30 días;22.503;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 65 a 74 años;De 31 días a 6 meses;1.537;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 65 a 74 años;Más de 6 meses;13;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 75 a 84 años;De 1 a 30 días;19.736;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 75 a 84 años;De 31 días a 6 meses;1.509;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 75 a 84 años;Más de 6 meses;15;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 85 a 89 años;De 1 a 30 días;4.985;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 85 a 89 años;De 31 días a 6 meses;378;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 85 a 89 años;Más de 6 meses;6;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 90 a 94 años;De 1 a 30 días;2.134;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 90 a 94 años;De 31 días a 6 meses;135;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 90 a 94 años;Más de 6 meses;1;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 95 años y más;De 1 a 30 días;507;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 95 años y más;De 31 días a 6 meses;23;;
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;de 95 años y más;Más de 6 meses;1;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;total;De 1 a 30 días;10.038;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;total;De 31 días a 6 meses;155;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;total;Más de 6 meses;3;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;menores de 1 año;De 1 a 30 días;566;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;menores de 1 año;De 31 días a 6 meses;5;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;menores de 1 año;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 1 a 4 años;De 1 a 30 días;643;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 1 a 4 años;De 31 días a 6 meses;1;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 1 a 4 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 5 a 14 años;De 1 a 30 días;811;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 5 a 14 años;De 31 días a 6 meses;2;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 5 a 14 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 15 a 24 años;De 1 a 30 días;382;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 15 a 24 años;De 31 días a 6 meses;7;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 15 a 24 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 25 a 34 años;De 1 a 30 días;421;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 25 a 34 años;De 31 días a 6 meses;9;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 25 a 34 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 35 a 44 años;De 1 a 30 días;522;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 35 a 44 años;De 31 días a 6 meses;5;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 35 a 44 años;Más de 6 meses;1;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 45 a 54 años;De 1 a 30 días;764;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 45 a 54 años;De 31 días a 6 meses;16;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 45 a 54 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 55 a 64 años;De 1 a 30 días;891;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 55 a 64 años;De 31 días a 6 meses;18;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 55 a 64 años;Más de 6 meses;1;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 65 a 74 años;De 1 a 30 días;1.068;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 65 a 74 años;De 31 días a 6 meses;30;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 65 a 74 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 75 a 84 años;De 1 a 30 días;1.602;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 75 a 84 años;De 31 días a 6 meses;30;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 75 a 84 años;Más de 6 meses;1;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 85 a 89 años;De 1 a 30 días;1.112;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 85 a 89 años;De 31 días a 6 meses;19;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 85 a 89 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 90 a 94 años;De 1 a 30 días;898;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 90 a 94 años;De 31 días a 6 meses;10;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 90 a 94 años;Más de 6 meses;..;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 95 años y más;De 1 a 30 días;356;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 95 años y más;De 31 días a 6 meses;3;;
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;de 95 años y más;Más de 6 meses;..;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;total;De 1 a 30 días;102.887;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;total;De 31 días a 6 meses;5.587;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;total;Más de 6 meses;229;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;menores de 1 año;De 1 a 30 días;4.346;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;menores de 1 año;De 31 días a 6 meses;16;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;menores de 1 año;Más de 6 meses;..;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 1 a 4 años;De 1 a 30 días;2.074;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 1 a 4 años;De 31 días a 6 meses;21;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 1 a 4 años;Más de 6 meses;..;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 5 a 14 años;De 1 a 30 días;4.484;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 5 a 14 años;De 31 días a 6 meses;38;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 5 a 14 años;Más de 6 meses;..;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 15 a 24 años;De 1 a 30 días;5.896;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 15 a 24 años;De 31 días a 6 meses;115;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 15 a 24 años;Más de 6 meses;3;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 25 a 34 años;De 1 a 30 días;9.324;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 25 a 34 años;De 31 días a 6 meses;104;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 25 a 34 años;Más de 6 meses;12;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 35 a 44 años;De 1 a 30 días;13.197;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 35 a 44 años;De 31 días a 6 meses;210;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 35 a 44 años;Más de 6 meses;34;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 45 a 54 años;De 1 a 30 días;14.601;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 45 a 54 años;De 31 días a 6 meses;469;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 45 a 54 años;Más de 6 meses;30;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 55 a 64 años;De 1 a 30 días;16.188;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 55 a 64 años;De 31 días a 6 meses;874;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 55 a 64 años;Más de 6 meses;41;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 65 a 74 años;De 1 a 30 días;15.257;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 65 a 74 años;De 31 días a 6 meses;1.197;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 65 a 74 años;Más de 6 meses;44;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 75 a 84 años;De 1 a 30 días;11.601;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 75 a 84 años;De 31 días a 6 meses;1.447;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 75 a 84 años;Más de 6 meses;47;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 85 a 89 años;De 1 a 30 días;3.429;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 85 a 89 años;De 31 días a 6 meses;659;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 85 a 89 años;Más de 6 meses;10;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 90 a 94 años;De 1 a 30 días;1.856;;
