Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 90 a 94 años;De 31 días a 6 meses;370;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 90 a 94 años;Más de 6 meses;7;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 95 años y más;De 1 a 30 días;632;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 95 años y más;De 31 días a 6 meses;67;;
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;de 95 años y más;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;total;De 1 a 30 días;2.270;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;total;De 31 días a 6 meses;12;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;total;Más de 6 meses;2;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;menores de 1 año;De 1 a 30 días;85;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;menores de 1 año;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;menores de 1 año;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 1 a 4 años;De 1 a 30 días;83;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 1 a 4 años;De 31 días a 6 meses;1;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 1 a 4 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 5 a 14 años;De 1 a 30 días;101;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 5 a 14 años;De 31 días a 6 meses;1;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 5 a 14 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 15 a 24 años;De 1 a 30 días;91;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 15 a 24 años;De 31 días a 6 meses;2;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 15 a 24 años;Más de 6 meses;1;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 25 a 34 años;De 1 a 30 días;180;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 25 a 34 años;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 25 a 34 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 35 a 44 años;De 1 a 30 días;223;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 35 a 44 años;De 31 días a 6 meses;2;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 35 a 44 años;Más de 6 meses;1;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 45 a 54 años;De 1 a 30 días;255;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 45 a 54 años;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 45 a 54 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 55 a 64 años;De 1 a 30 días;366;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 55 a 64 años;De 31 días a 6 meses;2;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 55 a 64 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 65 a 74 años;De 1 a 30 días;449;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 65 a 74 años;De 31 días a 6 meses;1;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 65 a 74 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 75 a 84 años;De 1 a 30 días;350;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 75 a 84 años;De 31 días a 6 meses;3;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 75 a 84 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 85 a 89 años;De 1 a 30 días;60;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 85 a 89 años;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 85 a 89 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 90 a 94 años;De 1 a 30 días;21;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 90 a 94 años;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 90 a 94 años;Más de 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 95 años y más;De 1 a 30 días;6;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 95 años y más;De 31 días a 6 meses;..;;
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;de 95 años y más;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;total;De 1 a 30 días;1.985;;
2102 Asistencia anticonceptiva Z30;total;De 31 días a 6 meses;3;;
2102 Asistencia anticonceptiva Z30;total;Más de 6 meses;1;;
2102 Asistencia anticonceptiva Z30;menores de 1 año;De 1 a 30 días;..;;
2102 Asistencia anticonceptiva Z30;menores de 1 año;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;menores de 1 año;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 1 a 4 años;De 1 a 30 días;1;;
2102 Asistencia anticonceptiva Z30;de 1 a 4 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 1 a 4 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 5 a 14 años;De 1 a 30 días;..;;
2102 Asistencia anticonceptiva Z30;de 5 a 14 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 5 a 14 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 15 a 24 años;De 1 a 30 días;48;;
2102 Asistencia anticonceptiva Z30;de 15 a 24 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 15 a 24 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 25 a 34 años;De 1 a 30 días;595;;
2102 Asistencia anticonceptiva Z30;de 25 a 34 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 25 a 34 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 35 a 44 años;De 1 a 30 días;1.185;;
2102 Asistencia anticonceptiva Z30;de 35 a 44 años;De 31 días a 6 meses;3;;
2102 Asistencia anticonceptiva Z30;de 35 a 44 años;Más de 6 meses;1;;
2102 Asistencia anticonceptiva Z30;de 45 a 54 años;De 1 a 30 días;142;;
2102 Asistencia anticonceptiva Z30;de 45 a 54 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 45 a 54 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 55 a 64 años;De 1 a 30 días;12;;
2102 Asistencia anticonceptiva Z30;de 55 a 64 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 55 a 64 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 65 a 74 años;De 1 a 30 días;2;;
2102 Asistencia anticonceptiva Z30;de 65 a 74 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 65 a 74 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 75 a 84 años;De 1 a 30 días;1;;
2102 Asistencia anticonceptiva Z30;de 75 a 84 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 75 a 84 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 85 a 89 años;De 1 a 30 días;..;;
2102 Asistencia anticonceptiva Z30;de 85 a 89 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 85 a 89 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 90 a 94 años;De 1 a 30 días;..;;
2102 Asistencia anticonceptiva Z30;de 90 a 94 años;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 90 a 94 años;Más de 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 95 años y más;De 1 a 30 días;..;;
2102 Asistencia anticonceptiva Z30;de 95 años y más;De 31 días a 6 meses;..;;
2102 Asistencia anticonceptiva Z30;de 95 años y más;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;total;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;total;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;total;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;menores de 1 año;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;menores de 1 año;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;menores de 1 año;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 1 a 4 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 1 a 4 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 1 a 4 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 5 a 14 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 5 a 14 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 5 a 14 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 15 a 24 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 15 a 24 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 15 a 24 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 25 a 34 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 25 a 34 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 25 a 34 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 35 a 44 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 35 a 44 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 35 a 44 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 45 a 54 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 45 a 54 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 45 a 54 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 55 a 64 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 55 a 64 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 55 a 64 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 65 a 74 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 65 a 74 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 65 a 74 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 75 a 84 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 75 a 84 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 75 a 84 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 85 a 89 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 85 a 89 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 85 a 89 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 90 a 94 años;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 90 a 94 años;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 90 a 94 años;Más de 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 95 años y más;De 1 a 30 días;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 95 años y más;De 31 días a 6 meses;..;;
2103 Recién nacidos con vida según el tipo de parto Z38;de 95 años y más;Más de 6 meses;..;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;total;De 1 a 30 días;34.105;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;total;De 31 días a 6 meses;3.925;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;total;Más de 6 meses;119;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;menores de 1 año;De 1 a 30 días;161;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;menores de 1 año;De 31 días a 6 meses;6;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;menores de 1 año;Más de 6 meses;..;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 1 a 4 años;De 1 a 30 días;1.440;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 1 a 4 años;De 31 días a 6 meses;16;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 1 a 4 años;Más de 6 meses;..;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 5 a 14 años;De 1 a 30 días;3.076;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 5 a 14 años;De 31 días a 6 meses;31;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 5 a 14 años;Más de 6 meses;..;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 15 a 24 años;De 1 a 30 días;2.005;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 15 a 24 años;De 31 días a 6 meses;81;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 15 a 24 años;Más de 6 meses;2;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 25 a 34 años;De 1 a 30 días;1.332;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 25 a 34 años;De 31 días a 6 meses;75;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 25 a 34 años;Más de 6 meses;5;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 35 a 44 años;De 1 a 30 días;1.964;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 35 a 44 años;De 31 días a 6 meses;147;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 35 a 44 años;Más de 6 meses;11;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 45 a 54 años;De 1 a 30 días;3.576;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 45 a 54 años;De 31 días a 6 meses;353;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 45 a 54 años;Más de 6 meses;11;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 55 a 64 años;De 1 a 30 días;5.566;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 55 a 64 años;De 31 días a 6 meses;648;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 55 a 64 años;Más de 6 meses;19;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 65 a 74 años;De 1 a 30 días;6.469;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 65 a 74 años;De 31 días a 6 meses;836;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 65 a 74 años;Más de 6 meses;22;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 75 a 84 años;De 1 a 30 días;4.982;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 75 a 84 años;De 31 días a 6 meses;961;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 75 a 84 años;Más de 6 meses;36;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 85 a 89 años;De 1 a 30 días;1.837;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 85 a 89 años;De 31 días a 6 meses;468;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 85 a 89 años;Más de 6 meses;8;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 90 a 94 años;De 1 a 30 días;1.232;;
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;de 90 a 94 años;De 31 días a 6 meses;247;;
